  68.56400    2.99000   -3.45400    0.24800
  68.39400    3.30000   -2.95300    0.25800
  68.27600    3.51500   -2.52700    0.26000
  61.75700  -39.50000   -3.13100    0.23800
  61.62900  -39.20500   -3.34000    0.23400
  62.11700  -34.01400   -3.50400    0.21600
  62.07800  -33.00000   -3.01900    0.20700
  62.05800  -31.99800   -2.74900    0.20600
  62.00500  -31.00000   -2.44200    0.20500
  61.93800  -30.00000   -2.21500    0.20500
  61.87400  -29.00000   -1.82800    0.20300
  61.41000  -38.70500   -3.54800    0.23100
  61.12500  -38.00000   -3.79000    0.23100
  60.78600  -37.01000   -3.70000    0.22100
  60.57600  -36.01600   -3.44300    0.21200
  60.53400  -35.00000   -3.12100    0.20700
  60.52000  -33.99900   -2.91900    0.20500
  60.50200  -33.47000   -2.94600    0.20400
  61.27500  -28.79200   -1.16000    0.27200
  61.49100  -23.59700   -2.09200    0.20900
  61.43200  -23.00000   -2.39100    0.21500
  61.33900  -22.00100   -2.55600    0.22100
  61.25800  -20.99900   -2.78900    0.21900
  61.13000  -19.96700   -3.26800    0.22700
  60.74900  -19.01800   -3.28300    0.22300
  60.47400  -32.96900   -2.65700    0.20400
  60.42000  -32.00100   -2.49000    0.20300
  60.37100  -31.00000   -1.91700    0.20200
  60.31500  -30.00000   -1.59700    0.20200
  60.25200  -29.00200   -1.13700    0.20100
  60.20000  -28.00000   -1.62800    0.20300
  60.14000  -26.99900   -2.09600    0.20700
  60.04500  -26.00000   -2.48400    0.20800
  59.95400  -25.00000   -2.60100    0.20800
  59.88900  -24.00000   -2.70800    0.21200
  59.82900  -23.00000   -3.08300    0.22100
  60.47000  -18.53900   -3.19100    0.21800
  60.22000  -18.21500   -3.14800    0.21500
  58.33300 -140.05000   -4.71500    0.33200
  56.50900 -175.00500   -6.07100    0.33100
  57.31600 -139.96700   -4.67100    0.32800
  55.62200 -176.71500   -5.98800    0.32600
  55.98700 -176.00000   -5.96400    0.32300
  56.37500 -175.26000   -6.01200    0.32700
  56.17700 -173.86500   -6.11500    0.33400
  55.64700 -172.29000   -5.99100    0.32000
  56.39300  168.39000   -4.41100    0.28200
  55.17500 -178.69200   -5.67500    0.31700
  54.96200 -177.95500   -6.18700    0.33900
