  69.61300  -62.11500   -0.26300    0.17600
  69.87100  -15.83300    1.56800    0.05000
  69.81000  -15.04300    1.53600    0.05000
  69.70100  -14.03000    1.69600    0.05000
  69.56400  -13.00000    1.67200    0.05000
  69.50300  -12.48000    1.73200    0.05000
  69.51600  -10.33000    1.73400    0.05300
  69.99700    7.48500    0.47700    0.10400
  69.79900    8.00700    0.58800    0.10100
  69.50600    8.52000    0.54700    0.08000
  69.92900   10.31500    0.33600    0.10200
  69.67700   10.97500    0.35900    0.10300
  68.99000  -62.78700    0.42300    0.16900
  68.91400  -62.08400    0.29300    0.17400
  68.59500  -61.12000    0.43100    0.17000
  69.46200  -15.66500    1.49600    0.05000
  69.44300  -11.97500    1.61200    0.05000
  69.28000  -10.99500    1.55800    0.06100
  69.37700  -10.42500    1.64800    0.06100
  69.31100    7.09000    0.84600    0.07200
  69.27100    9.01500    0.32300    0.10400
  68.99600    9.59500    0.26800    0.11200
  69.48900   11.47000    0.40500    0.10200
  69.35500   11.82000    0.42200    0.10400
  68.46900  -60.62500    0.56300    0.17500
  68.30900  -60.00000    0.92100    0.19800
  68.15400  -59.39000    1.31300    0.18900
  67.82000  -18.11600    1.61600    0.05000
  67.71400    0.98000    1.15400    0.09100
  66.81300  -18.52500    1.57300    0.07900
  67.18300  -18.37500    1.78000    0.06100
  65.50900  -33.59500    0.42100    0.36300
  66.20600   -3.70000    0.45400    0.10000
  65.97100   -3.00000    0.83200    0.10000
  65.65200   -2.05000    0.91900    0.10400
  65.91000    1.07500    1.22900    0.08100
  65.57000    1.61000    1.20200    0.09100
  65.48400  -33.53500    0.40100    0.36300
  65.26100  -33.00000    0.42500    0.29000
  64.84400  -32.00000    0.83000    0.13700
  64.56600  -31.33500    1.23900    0.06400
  65.48200   -1.54500    1.02700    0.10100
  65.29900   -1.00000    0.91100    0.11000
  64.96300    0.00000    1.11200    0.09000
  64.68900    0.81500    0.86800    0.10400
  65.25000    2.11500    1.31300    0.07500
  64.91900    2.63400    1.96400    0.05000
  64.43100  -31.01000    0.99500    0.06700
  63.54800  -23.60500    1.46300    0.10600
  63.74900   -4.93600    0.57200    0.13600
  63.01900  -38.66500    0.65000    0.22200
  62.78000  -37.93300    0.67300    0.19300
  62.57800  -37.26100    0.92300    0.16000
  63.04000  -24.64000    1.65800    0.07800
  63.21900  -23.99800    1.69600    0.08400
  63.27500   -4.93400    0.63600    0.17500
  62.40800  -36.78200    0.81500    0.14300
  62.22000  -36.15700    0.86500    0.11400
  61.73700  -26.75000    1.51100    0.05000
  61.52900  -26.12000    1.48600    0.05000
  60.79400  -57.21500    0.44700    0.09700
  61.45100  -26.23300    1.63600    0.05000
  59.90300  -59.72000    0.11700    0.18200
  59.60400  -59.08200    0.25200    0.15600
  60.22700  -57.87000    0.31700    0.13100
  59.52400  -56.87500    0.14200    0.13000
  59.88300  -51.79000    0.81300    0.08100
  60.04600  -51.20500    0.99200    0.08300
  59.78500  -20.90500    1.05500    0.08700
  59.54700  -20.41000    0.89300    0.11800
  59.86400  177.18100   -0.61100    0.14500
  59.39500  -59.07900    0.13900    0.18500
  59.14700  -57.59500    0.50400    0.11000
  59.34300  -57.22100    0.36300    0.12600
  58.96800  -51.72000    0.65800    0.11300
  59.09900  -42.65500    0.36900    0.20300
  58.92700  -42.00000    0.34600    0.14100
  58.66400  -41.00000    0.51600    0.10700
  58.51600  -40.44000    0.52200    0.09700
  59.44800  -20.20500    0.66800    0.13700
  58.99900  177.19000   -0.49700    0.15600
  57.92300 -178.25200   -0.68900    0.16100
  57.62000 -176.98100   -0.68700    0.16700
  57.77300  -55.97100    0.24600    0.14300
  57.62900  -55.41000    0.30600    0.12400
  57.75400  -53.96500    0.79900    0.11100
  58.17500  -53.18500    0.09000    0.13600
  58.47200  -40.27000    0.38300    0.09800
  57.75300  -32.73700    1.06900    0.05000
  57.60700  -32.23000    1.45400    0.05000
  57.99800  177.20100   -0.77800    0.13200
  57.29800  -55.79300    0.47100    0.13500
  57.09000  -54.96700    0.80800    0.11600
  57.02100  -54.21300    0.90000    0.11500
  57.22900  -24.82300    1.20900    0.06400
  56.94400  -24.07000    1.04100    0.08100
  56.91800  -23.30500    1.11600    0.05900
  57.42000  177.20700   -0.80300    0.12400
  56.29900  -53.74500    0.36500    0.11500
  55.86700  -53.25500    0.36500    0.12100
  56.49100  -23.84500    0.91200    0.11700
  53.91000 -155.72500   -0.33600    0.05900
  52.54200 -163.58500   -0.61700    0.05000
  53.06600 -159.74500   -0.35700    0.06200
  52.45300 -163.52500   -0.40500    0.05000
  52.37700 -163.47500   -0.28300    0.05000
  50.52600 -171.83500   -0.20100    0.05000
  50.25100 -171.66000    0.07400    0.05000
  50.34300  -44.68000    1.25900    0.11100
  50.37500  -44.48000    1.38900    0.09200
  48.53900  -41.37500    0.50800    0.09500
  48.59900  -14.71900    0.51700    0.05700
  48.76200  -14.14400    0.67200    0.08300
  48.35900 -130.73500    0.09900    0.06200
  48.16600 -129.85500   -0.04600    0.06300
  47.97900 -129.00000    0.08700    0.06400
  47.78500 -128.11500   -0.03200    0.06400
  47.63200 -127.41500   -0.18000    0.07400
  48.39200  -42.02500    0.54600    0.11900
  47.31200 -130.85500    0.26900    0.06000
  47.06000 -129.91100    0.15500    0.05900
  46.70100 -128.82100   -0.09400    0.06100
  46.59300 -128.28600   -0.19500    0.06700
  47.07400 -126.70400   -0.12800    0.07600
  46.68100 -126.37500   -0.12500    0.08200
  46.39400 -127.95500   -0.17400    0.06700
  45.84400  -42.75500    0.67200    0.05700
  46.01200   -7.84500   -0.66200    0.11600
  45.29400 -131.54500    0.12500    0.05900
  45.07300 -131.08000    0.30400    0.05000
