  69.6130000000  -62.1150000000   -0.8860637856    0.1760000000
  69.8710000000  -15.8330000000    1.4991685981    0.0500000000
  69.8100000000  -15.0430000000    1.4338675382    0.0500000000
  69.7010000000  -14.0300000000    1.3332606341    0.0500000000
  69.5640000000  -13.0000000000    1.1874371619    0.0500000000
  69.5030000000  -12.4800000000    1.0730109849    0.0500000000
  69.5160000000  -10.3300000000    0.5433790728    0.0530000000
  69.9970000000    7.4850000000   -1.1804690864    0.1040000000
  69.7990000000    8.0070000000   -1.2125177602    0.1010000000
  69.5060000000    8.5200000000   -1.2011094149    0.0800000000
  69.9290000000   10.3150000000   -1.2040657010    0.1020000000
  69.6770000000   10.9750000000   -1.2495449684    0.1030000000
  68.9900000000  -62.7870000000   -0.7342662165    0.1690000000
  68.9140000000  -62.0840000000   -0.8351507139    0.1740000000
  68.5950000000  -61.1200000000   -0.8934319699    0.1700000000
  69.4620000000  -15.6650000000    1.5425327069    0.0500000000
  69.4430000000  -11.9750000000    0.9081953364    0.0500000000
  69.2800000000  -10.9950000000    0.7227463949    0.0610000000
  69.3770000000  -10.4250000000    0.5767404019    0.0610000000
  69.3110000000    7.0900000000   -1.2780331762    0.0720000000
  69.2710000000    9.0150000000   -1.2254148149    0.1040000000
  68.9960000000    9.5950000000   -1.2694914119    0.1120000000
  69.4890000000   11.4700000000   -1.2868013044    0.1020000000
  69.3550000000   11.8200000000   -1.3119309387    0.1040000000
  68.4690000000  -60.6250000000   -0.8914250883    0.1750000000
  68.3090000000  -60.0000000000   -0.9117767966    0.1980000000
  68.1540000000  -59.3900000000   -0.9205841323    0.1890000000
  67.8200000000  -18.1160000000    1.8993730761    0.0500000000
  67.7140000000    0.9800000000   -1.2358987120    0.0910000000
  66.8130000000  -18.5250000000    2.0043141911    0.0790000000
  67.1830000000  -18.3750000000    1.9835229284    0.0610000000
  65.5090000000  -33.5950000000   -0.3529068149    0.3630000000
  66.2060000000   -3.7000000000   -0.8818572774    0.1000000000
  65.9710000000   -3.0000000000   -0.9441944338    0.1000000000
  65.6520000000   -2.0500000000   -0.9849061124    0.1040000000
  65.9100000000    1.0750000000   -1.1769074253    0.0810000000
  65.5700000000    1.6100000000   -1.1615294957    0.0910000000
  65.4840000000  -33.5350000000   -0.3504942112    0.3630000000
  65.2610000000  -33.0000000000   -0.2216681154    0.2900000000
  64.8440000000  -32.0000000000    0.2518486095    0.1370000000
  64.5660000000  -31.3350000000    0.5027946119    0.0640000000
  65.4820000000   -1.5450000000   -1.0155054719    0.1010000000
  65.2990000000   -1.0000000000   -1.0335897834    0.1100000000
  64.9630000000    0.0000000000   -1.0813570418    0.0900000000
  64.6890000000    0.8150000000   -1.1088600122    0.1040000000
  65.2500000000    2.1150000000   -1.1678496110    0.0750000000
  64.9190000000    2.6340000000   -0.8571598959    0.0500000000
  64.4310000000  -31.0100000000    0.5866688095    0.0670000000
  63.5480000000  -23.6050000000    1.4872185008    0.1060000000
  63.7490000000   -4.9360000000   -0.8142239651    0.1360000000
  63.0190000000  -38.6650000000   -0.7016622596    0.2220000000
  62.7800000000  -37.9330000000   -0.4960561569    0.1930000000
  62.5780000000  -37.2610000000   -0.3003971912    0.1600000000
  63.0400000000  -24.6400000000    1.5364408397    0.0780000000
  63.2190000000  -23.9980000000    1.4873515765    0.0840000000
  63.2750000000   -4.9340000000   -0.8555265024    0.1750000000
  62.4080000000  -36.7820000000   -0.1712352801    0.1430000000
  62.2200000000  -36.1570000000    0.0933481638    0.1140000000
  61.7370000000  -26.7500000000    1.9687273920    0.0500000000
  61.5290000000  -26.1200000000    1.9303407236    0.0500000000
  60.7940000000  -57.2150000000   -0.7402672798    0.0970000000
  61.4510000000  -26.2330000000    1.9482703346    0.0500000000
  59.9030000000  -59.7200000000   -0.8805532642    0.1820000000
  59.6040000000  -59.0820000000   -0.8753584996    0.1560000000
  60.2270000000  -57.8700000000   -0.7951503745    0.1310000000
  59.5240000000  -56.8750000000   -0.8162821999    0.1300000000
  59.8830000000  -51.7900000000   -0.6293687078    0.0810000000
  60.0460000000  -51.2050000000   -0.3295499116    0.0830000000
  59.7850000000  -20.9050000000    0.4896985752    0.0870000000
  59.5470000000  -20.4100000000    0.2723745939    0.1180000000
  59.8640000000  177.1810000000   -0.5906862797    0.1450000000
  59.3950000000  -59.0790000000   -0.8517683741    0.1850000000
  59.1470000000  -57.5950000000   -0.8239709372    0.1100000000
  59.3430000000  -57.2210000000   -0.8255210393    0.1260000000
  58.9680000000  -51.7200000000   -0.7072157471    0.1130000000
  59.0990000000  -42.6550000000   -0.7426505627    0.2030000000
  58.9270000000  -42.0000000000   -0.7278350734    0.1410000000
  58.6640000000  -41.0000000000   -0.7210735055    0.1070000000
